epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
53,0.7183,0.713,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
54,0.7101,0.6983,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
55,0.7197,0.6982,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
56,0.7136,0.6962,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
57,0.7111,0.8486,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
58,0.7136,0.7034,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
59,0.7166,0.7477,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
60,0.7191,0.6954,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
61,0.7043,0.7621,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
62,0.7188,0.6971,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
63,0.7182,0.6986,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
64,0.7179,0.7299,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
65,0.713,0.699,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
66,0.7172,0.7107,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
67,0.7106,0.6979,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
68,0.7252,0.7221,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
69,0.7182,0.6944,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
70,0.7115,0.7556,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
71,0.7145,0.6976,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
72,0.7138,0.6968,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
73,0.7207,0.7138,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
