epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
67,0.6948,0.6933,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
68,0.6964,0.6984,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
69,0.6953,0.7003,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
70,0.6944,0.6938,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
71,0.6958,0.7061,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
72,0.6956,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
73,0.6947,0.6971,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
74,0.6949,0.6943,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
75,0.6958,0.698,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
76,0.6953,0.694,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
77,0.6942,0.6965,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
78,0.6959,0.6938,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
79,0.6944,0.6941,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
80,0.6962,0.6932,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
81,0.6943,0.6934,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
82,0.6953,0.6956,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
83,0.695,0.6932,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
84,0.6947,0.6952,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
85,0.6947,0.6953,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
86,0.6964,0.6937,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
87,0.6953,0.6971,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
88,0.6953,0.6962,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
89,0.6958,0.6943,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
90,0.6958,0.6945,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
91,0.6945,0.6947,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
92,0.6956,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
93,0.6953,0.6952,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
94,0.695,0.6939,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
95,0.6941,0.6937,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
96,0.6945,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
97,0.6945,0.6983,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
98,0.6949,0.6953,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
99,0.6953,0.6939,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
100,0.6974,0.6939,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
1,0.6971,0.688,0.49370490875654266,0.3305,SmallMLP-Tanh-SGD-0.1-0
2,0.5966,0.5493,0.7244306125335974,0.7143,SmallMLP-Tanh-SGD-0.1-0
3,0.5583,0.5326,0.7358890932239355,0.732,SmallMLP-Tanh-SGD-0.1-0
4,0.5548,0.5267,0.7326354505587778,0.7324,SmallMLP-Tanh-SGD-0.1-0
5,0.542,0.5352,0.7399915122365257,0.7367,SmallMLP-Tanh-SGD-0.1-0
6,0.5369,0.535,0.7402744376856698,0.7388,SmallMLP-Tanh-SGD-0.1-0
7,0.5318,0.5318,0.7186306408261424,0.7172,SmallMLP-Tanh-SGD-0.1-0
8,0.5371,0.5387,0.7344744659782148,0.7345,SmallMLP-Tanh-SGD-0.1-0
9,0.5281,0.5246,0.725562314330174,0.7251,SmallMLP-Tanh-SGD-0.1-0
10,0.5231,0.5164,0.7409817513085302,0.7408,SmallMLP-Tanh-SGD-0.1-0
11,0.5257,0.5405,0.7184891781015702,0.7163,SmallMLP-Tanh-SGD-0.1-0
12,0.5261,0.5232,0.7288159569953317,0.7284,SmallMLP-Tanh-SGD-0.1-0
13,0.5242,0.5179,0.74437685669826,0.7404,SmallMLP-Tanh-SGD-0.1-0
14,0.522,0.5186,0.7459329466685528,0.7425,SmallMLP-Tanh-SGD-0.1-0
15,0.5199,0.5136,0.7464987975668411,0.7456,SmallMLP-Tanh-SGD-0.1-0
16,0.5258,0.5227,0.7456500212194087,0.7441,SmallMLP-Tanh-SGD-0.1-0
17,0.5195,0.5377,0.7286744942707597,0.7158,SmallMLP-Tanh-SGD-0.1-0
18,0.5225,0.5523,0.6988258593860518,0.6909,SmallMLP-Tanh-SGD-0.1-0
19,0.5231,0.5437,0.7235818361861649,0.7216,SmallMLP-Tanh-SGD-0.1-0
20,0.5181,0.5145,0.740557363134814,0.7406,SmallMLP-Tanh-SGD-0.1-0
21,0.5211,0.5244,0.7418305276559627,0.7346,SmallMLP-Tanh-SGD-0.1-0
22,0.5274,0.5161,0.73687933229594,0.7369,SmallMLP-Tanh-SGD-0.1-0
23,0.5242,0.5184,0.7457914839439808,0.7435,SmallMLP-Tanh-SGD-0.1-0
24,0.5143,0.5221,0.7429622294525392,0.7428,SmallMLP-Tanh-SGD-0.1-0
25,0.508,0.5237,0.7365964068467958,0.7366,SmallMLP-Tanh-SGD-0.1-0
26,0.5141,0.5467,0.7347573914273589,0.724,SmallMLP-Tanh-SGD-0.1-0
27,0.5153,0.5526,0.7361720186730797,0.726,SmallMLP-Tanh-SGD-0.1-0
28,0.5114,0.5135,0.7486207384354223,0.7461,SmallMLP-Tanh-SGD-0.1-0
29,0.5169,0.5243,0.7385768849908049,0.7292,SmallMLP-Tanh-SGD-0.1-0
30,0.5176,0.5117,0.7422549158296788,0.7418,SmallMLP-Tanh-SGD-0.1-0
31,0.5122,0.507,0.7467817230159853,0.746,SmallMLP-Tanh-SGD-0.1-0
32,0.5076,0.5228,0.7398500495119535,0.7315,SmallMLP-Tanh-SGD-0.1-0
33,0.5142,0.5117,0.7490451266091385,0.7475,SmallMLP-Tanh-SGD-0.1-0
34,0.5128,0.5381,0.7467817230159853,0.7427,SmallMLP-Tanh-SGD-0.1-0
35,0.5151,0.5194,0.7392841986136653,0.7393,SmallMLP-Tanh-SGD-0.1-0
36,0.5145,0.513,0.7446597821474041,0.7446,SmallMLP-Tanh-SGD-0.1-0
37,0.5202,0.5259,0.7401329749610978,0.7326,SmallMLP-Tanh-SGD-0.1-0
38,0.5156,0.5273,0.7356061677747914,0.7354,SmallMLP-Tanh-SGD-0.1-0
39,0.5093,0.5093,0.7439524685245438,0.7438,SmallMLP-Tanh-SGD-0.1-0
40,0.5105,0.512,0.7484792757108502,0.7472,SmallMLP-Tanh-SGD-0.1-0
41,0.5078,0.5116,0.7469231857405574,0.7454,SmallMLP-Tanh-SGD-0.1-0
42,0.5138,0.537,0.7288159569953317,0.7168,SmallMLP-Tanh-SGD-0.1-0
43,0.5118,0.5101,0.7481963502617061,0.7449,SmallMLP-Tanh-SGD-0.1-0
44,0.5148,0.5088,0.7476304993634177,0.7464,SmallMLP-Tanh-SGD-0.1-0
45,0.5082,0.5103,0.7487622011599944,0.7466,SmallMLP-Tanh-SGD-0.1-0
46,0.5095,0.5111,0.740557363134814,0.7341,SmallMLP-Tanh-SGD-0.1-0
47,0.5132,0.5114,0.7464987975668411,0.7452,SmallMLP-Tanh-SGD-0.1-0
48,0.5156,0.5077,0.7467817230159853,0.7453,SmallMLP-Tanh-SGD-0.1-0
49,0.5081,0.5169,0.7490451266091385,0.7472,SmallMLP-Tanh-SGD-0.1-0
50,0.5083,0.5125,0.7490451266091385,0.7477,SmallMLP-Tanh-SGD-0.1-0
51,0.5122,0.5146,0.7472061111897015,0.7471,SmallMLP-Tanh-SGD-0.1-0
52,0.5114,0.5245,0.7429622294525392,0.7371,SmallMLP-Tanh-SGD-0.1-0
53,0.509,0.5478,0.7074550855849484,0.7022,SmallMLP-Tanh-SGD-0.1-0
54,0.5132,0.5523,0.7026453529494978,0.6958,SmallMLP-Tanh-SGD-0.1-0
55,0.5148,0.5191,0.7377281086433725,0.7286,SmallMLP-Tanh-SGD-0.1-0
56,0.5101,0.5222,0.746215872117697,0.7435,SmallMLP-Tanh-SGD-0.1-0
57,0.5108,0.5168,0.7452256330456924,0.7446,SmallMLP-Tanh-SGD-0.1-0
58,0.5051,0.5244,0.7320695996604895,0.7222,SmallMLP-Tanh-SGD-0.1-0
59,0.5105,0.5676,0.731220823313057,0.7199,SmallMLP-Tanh-SGD-0.1-0
60,0.5177,0.5135,0.748054887537134,0.7469,SmallMLP-Tanh-SGD-0.1-0
61,0.5113,0.5115,0.7484792757108502,0.7473,SmallMLP-Tanh-SGD-0.1-0
62,0.5133,0.532,0.7275427924741831,0.7258,SmallMLP-Tanh-SGD-0.1-0
63,0.5051,0.5157,0.7364549441222238,0.7364,SmallMLP-Tanh-SGD-0.1-0
64,0.5085,0.5125,0.7452256330456924,0.7399,SmallMLP-Tanh-SGD-0.1-0
65,0.5104,0.5131,0.7446597821474041,0.7446,SmallMLP-Tanh-SGD-0.1-0
66,0.5093,0.5149,0.7452256330456924,0.7452,SmallMLP-Tanh-SGD-0.1-0
67,0.5104,0.5091,0.7494695147828547,0.747,SmallMLP-Tanh-SGD-0.1-0
68,0.5101,0.5134,0.7392841986136653,0.7393,SmallMLP-Tanh-SGD-0.1-0
69,0.5078,0.5472,0.7290988824444758,0.7173,SmallMLP-Tanh-SGD-0.1-0
70,0.514,0.5453,0.7268354788513227,0.7132,SmallMLP-Tanh-SGD-0.1-0
71,0.5131,0.5103,0.7470646484651294,0.7426,SmallMLP-Tanh-SGD-0.1-0
72,0.506,0.5303,0.7344744659782148,0.7342,SmallMLP-Tanh-SGD-0.1-0
73,0.5063,0.5381,0.7435280803508275,0.7373,SmallMLP-Tanh-SGD-0.1-0
74,0.5062,0.5189,0.7384354222662328,0.7384,SmallMLP-Tanh-SGD-0.1-0
75,0.5107,0.5263,0.7473475739142736,0.747,SmallMLP-Tanh-SGD-0.1-0
76,0.5082,0.5384,0.7310793605884849,0.7301,SmallMLP-Tanh-SGD-0.1-0
77,0.5083,0.5215,0.7406988258593861,0.7407,SmallMLP-Tanh-SGD-0.1-0
78,0.5079,0.5147,0.7494695147828547,0.7474,SmallMLP-Tanh-SGD-0.1-0
79,0.5102,0.5393,0.7395671240628094,0.7396,SmallMLP-Tanh-SGD-0.1-0
80,0.5085,0.5121,0.7385768849908049,0.7386,SmallMLP-Tanh-SGD-0.1-0
81,0.508,0.5101,0.7501768284057151,0.7465,SmallMLP-Tanh-SGD-0.1-0
82,0.509,0.5151,0.7469231857405574,0.7427,SmallMLP-Tanh-SGD-0.1-0
83,0.5149,0.5154,0.7421134531051068,0.7375,SmallMLP-Tanh-SGD-0.1-0
84,0.508,0.5182,0.7449427075965483,0.7448,SmallMLP-Tanh-SGD-0.1-0
85,0.5141,0.5339,0.7365964068467958,0.7273,SmallMLP-Tanh-SGD-0.1-0
86,0.5065,0.5116,0.7501768284057151,0.7469,SmallMLP-Tanh-SGD-0.1-0
87,0.5081,0.511,0.750035365681143,0.7477,SmallMLP-Tanh-SGD-0.1-0
88,0.5042,0.5173,0.7481963502617061,0.7472,SmallMLP-Tanh-SGD-0.1-0
89,0.5094,0.5218,0.7323525251096336,0.7212,SmallMLP-Tanh-SGD-0.1-0
90,0.5129,0.5134,0.7455085584948367,0.7404,SmallMLP-Tanh-SGD-0.1-0
91,0.5132,0.5308,0.7487622011599944,0.7461,SmallMLP-Tanh-SGD-0.1-0
92,0.5139,0.5104,0.7487622011599944,0.7476,SmallMLP-Tanh-SGD-0.1-0
93,0.5121,0.5112,0.7474890366388457,0.7452,SmallMLP-Tanh-SGD-0.1-0
94,0.5062,0.5092,0.7493280520582827,0.7483,SmallMLP-Tanh-SGD-0.1-0
95,0.5069,0.5102,0.7460744093931249,0.7456,SmallMLP-Tanh-SGD-0.1-0
96,0.5061,0.5203,0.7466402602914132,0.744,SmallMLP-Tanh-SGD-0.1-0
97,0.5081,0.5176,0.7440939312491158,0.7436,SmallMLP-Tanh-SGD-0.1-0
98,0.5093,0.5158,0.7467817230159853,0.7464,SmallMLP-Tanh-SGD-0.1-0
99,0.5091,0.5144,0.7453670957702645,0.7453,SmallMLP-Tanh-SGD-0.1-0
100,0.5057,0.517,0.734898854151931,0.7344,SmallMLP-Tanh-SGD-0.1-0
1,0.6955,0.6924,0.5062950912434574,0.3361,SmallMLP-ReLU-SGD-0.1-0
2,0.6549,0.5725,0.7138209081906918,0.6995,SmallMLP-ReLU-SGD-0.1-0
3,0.5476,0.5584,0.7216013580421559,0.7082,SmallMLP-ReLU-SGD-0.1-0
4,0.5584,0.5378,0.7408402885839581,0.7385,SmallMLP-ReLU-SGD-0.1-0
5,0.5351,0.5692,0.7075965483095205,0.6885,SmallMLP-ReLU-SGD-0.1-0
6,0.5384,0.5376,0.7411232140331023,0.7359,SmallMLP-ReLU-SGD-0.1-0
7,0.5408,0.5276,0.7421134531051068,0.7392,SmallMLP-ReLU-SGD-0.1-0
8,0.5344,0.5323,0.7431036921771114,0.7383,SmallMLP-ReLU-SGD-0.1-0
9,0.5498,0.5203,0.7428207667279672,0.7405,SmallMLP-ReLU-SGD-0.1-0
10,0.5335,0.5307,0.7446597821474041,0.744,SmallMLP-ReLU-SGD-0.1-0
11,0.5263,0.5386,0.7333427641816381,0.7228,SmallMLP-ReLU-SGD-0.1-0
12,0.5326,0.5154,0.7456500212194087,0.7431,SmallMLP-ReLU-SGD-0.1-0
13,0.5411,0.5361,0.7364549441222238,0.7278,SmallMLP-ReLU-SGD-0.1-0
14,0.5339,0.5379,0.7316452114867732,0.7312,SmallMLP-ReLU-SGD-0.1-0
15,0.5323,0.5874,0.6343188569811855,0.6018,SmallMLP-ReLU-SGD-0.1-0
16,0.5526,0.5182,0.7354647050502192,0.7353,SmallMLP-ReLU-SGD-0.1-0
17,0.5261,0.5335,0.7268354788513227,0.7142,SmallMLP-ReLU-SGD-0.1-0
18,0.5293,0.5459,0.7271184043004668,0.715,SmallMLP-ReLU-SGD-0.1-0
19,0.5302,0.5316,0.7225915971141604,0.7213,SmallMLP-ReLU-SGD-0.1-0
20,0.5304,0.5216,0.7435280803508275,0.7403,SmallMLP-ReLU-SGD-0.1-0
21,0.5294,0.5315,0.7448012448719762,0.7402,SmallMLP-ReLU-SGD-0.1-0
22,0.522,0.5271,0.7327769132833498,0.7321,SmallMLP-ReLU-SGD-0.1-0
23,0.537,0.5209,0.7464987975668411,0.7458,SmallMLP-ReLU-SGD-0.1-0
24,0.5254,0.5401,0.7374451831942284,0.7286,SmallMLP-ReLU-SGD-0.1-0
25,0.5302,0.5145,0.7457914839439808,0.7444,SmallMLP-ReLU-SGD-0.1-0
26,0.5292,0.5143,0.744235393973688,0.7439,SmallMLP-ReLU-SGD-0.1-0
27,0.5334,0.5096,0.7449427075965483,0.7449,SmallMLP-ReLU-SGD-0.1-0
28,0.5259,0.5442,0.7426793040033951,0.7427,SmallMLP-ReLU-SGD-0.1-0
29,0.5253,0.5172,0.7333427641816381,0.733,SmallMLP-ReLU-SGD-0.1-0
30,0.5335,0.5404,0.7344744659782148,0.7246,SmallMLP-ReLU-SGD-0.1-0
31,0.5404,0.5206,0.7440939312491158,0.7438,SmallMLP-ReLU-SGD-0.1-0
32,0.5223,0.5503,0.7095770264535295,0.6904,SmallMLP-ReLU-SGD-0.1-0
33,0.5367,0.5175,0.7406988258593861,0.7407,SmallMLP-ReLU-SGD-0.1-0
34,0.5198,0.5253,0.7193379544490027,0.7169,SmallMLP-ReLU-SGD-0.1-0
35,0.5265,0.5152,0.7494695147828547,0.7458,SmallMLP-ReLU-SGD-0.1-0
36,0.5275,0.5185,0.7453670957702645,0.7451,SmallMLP-ReLU-SGD-0.1-0
37,0.5252,0.5165,0.7476304993634177,0.7433,SmallMLP-ReLU-SGD-0.1-0
38,0.515,0.511,0.7467817230159853,0.7459,SmallMLP-ReLU-SGD-0.1-0
39,0.5192,0.5215,0.746215872117697,0.7449,SmallMLP-ReLU-SGD-0.1-0
40,0.5302,0.5164,0.7418305276559627,0.7417,SmallMLP-ReLU-SGD-0.1-0
41,0.5272,0.5286,0.7126892063941151,0.7088,SmallMLP-ReLU-SGD-0.1-0
42,0.52,0.5182,0.7497524402319988,0.7471,SmallMLP-ReLU-SGD-0.1-0
43,0.5172,0.5484,0.7100014146272458,0.6901,SmallMLP-ReLU-SGD-0.1-0
44,0.5282,0.5119,0.7473475739142736,0.7465,SmallMLP-ReLU-SGD-0.1-0
45,0.5324,0.5356,0.7455085584948367,0.7403,SmallMLP-ReLU-SGD-0.1-0
46,0.52,0.5148,0.7459329466685528,0.7453,SmallMLP-ReLU-SGD-0.1-0
47,0.525,0.5106,0.7448012448719762,0.7401,SmallMLP-ReLU-SGD-0.1-0
48,0.522,0.5159,0.7473475739142736,0.7431,SmallMLP-ReLU-SGD-0.1-0
49,0.529,0.5464,0.7375866459188004,0.7282,SmallMLP-ReLU-SGD-0.1-0
50,0.5205,0.5283,0.7207525816947234,0.7183,SmallMLP-ReLU-SGD-0.1-0
51,0.5263,0.5244,0.7450841703211204,0.745,SmallMLP-ReLU-SGD-0.1-0
52,0.5278,0.5214,0.7332013014570661,0.7222,SmallMLP-ReLU-SGD-0.1-0
53,0.5125,0.5117,0.7491865893337105,0.7476,SmallMLP-ReLU-SGD-0.1-0
54,0.5231,0.5254,0.748054887537134,0.7473,SmallMLP-ReLU-SGD-0.1-0
55,0.5191,0.512,0.7489036638845664,0.7482,SmallMLP-ReLU-SGD-0.1-0
56,0.5154,0.545,0.7323525251096336,0.7223,SmallMLP-ReLU-SGD-0.1-0
57,0.5195,0.5093,0.748054887537134,0.7461,SmallMLP-ReLU-SGD-0.1-0
58,0.5229,0.5255,0.7481963502617061,0.7466,SmallMLP-ReLU-SGD-0.1-0
59,0.5194,0.5155,0.7486207384354223,0.747,SmallMLP-ReLU-SGD-0.1-0
60,0.5229,0.5235,0.7436695430753997,0.7436,SmallMLP-ReLU-SGD-0.1-0
61,0.5362,0.5254,0.7414061394822464,0.7352,SmallMLP-ReLU-SGD-0.1-0
62,0.5225,0.526,0.7380110340925167,0.7299,SmallMLP-ReLU-SGD-0.1-0
63,0.5158,0.5182,0.7439524685245438,0.744,SmallMLP-ReLU-SGD-0.1-0
64,0.5194,0.5115,0.7464987975668411,0.7427,SmallMLP-ReLU-SGD-0.1-0
65,0.5186,0.5316,0.7252793888810298,0.7233,SmallMLP-ReLU-SGD-0.1-0
66,0.5166,0.5612,0.7302305842410525,0.7177,SmallMLP-ReLU-SGD-0.1-0
67,0.525,0.5157,0.7411232140331023,0.741,SmallMLP-ReLU-SGD-0.1-0
68,0.5232,0.5258,0.7370207950205121,0.7367,SmallMLP-ReLU-SGD-0.1-0
69,0.5199,0.5258,0.7283915688216155,0.727,SmallMLP-ReLU-SGD-0.1-0
70,0.5181,0.5163,0.7467817230159853,0.7464,SmallMLP-ReLU-SGD-0.1-0
71,0.5257,0.6146,0.6709577026453529,0.6335,SmallMLP-ReLU-SGD-0.1-0
72,0.5258,0.544,0.7337671523553544,0.7237,SmallMLP-ReLU-SGD-0.1-0
73,0.5285,0.5231,0.7433866176262555,0.7375,SmallMLP-ReLU-SGD-0.1-0
74,0.5157,0.5149,0.7457914839439808,0.7433,SmallMLP-ReLU-SGD-0.1-0
75,0.5119,0.5111,0.7445183194228321,0.7444,SmallMLP-ReLU-SGD-0.1-0
76,0.5199,0.5394,0.7421134531051068,0.7352,SmallMLP-ReLU-SGD-0.1-0
77,0.523,0.5381,0.7275427924741831,0.7256,SmallMLP-ReLU-SGD-0.1-0
78,0.5195,0.5357,0.7438110057999717,0.7437,SmallMLP-ReLU-SGD-0.1-0
79,0.5254,0.5285,0.7380110340925167,0.7306,SmallMLP-ReLU-SGD-0.1-0
80,0.5218,0.5261,0.74437685669826,0.7392,SmallMLP-ReLU-SGD-0.1-0
81,0.5165,0.5111,0.7466402602914132,0.746,SmallMLP-ReLU-SGD-0.1-0
82,0.5164,0.5473,0.7453670957702645,0.7415,SmallMLP-ReLU-SGD-0.1-0
83,0.5219,0.5153,0.7422549158296788,0.7423,SmallMLP-ReLU-SGD-0.1-0
84,0.5317,0.5144,0.7466402602914132,0.7439,SmallMLP-ReLU-SGD-0.1-0
85,0.5273,0.5235,0.7433866176262555,0.7434,SmallMLP-ReLU-SGD-0.1-0
86,0.516,0.5129,0.7404159004102419,0.7347,SmallMLP-ReLU-SGD-0.1-0
87,0.5153,0.5144,0.7445183194228321,0.7444,SmallMLP-ReLU-SGD-0.1-0
