DEVICE;suministro;cliente;contrato;fecha_inicio;sea;distribuidor;subestacion;zona;distrito;distrito_descripcion;grupo_lectura;ruta_lectura;orden_lectura;grupo_tarifario;codigo_tarifa;tarifa
1095;01_EF06;AFIVZFP;3;2015-01-21Z;DBOSCO;13_MARTINOLLI;5275;A;1;CORDOBA;1;1224;487;2;240;2 GENERAL Y DE SERVICIOS
1096;01_EF07;SSYUFWK;3;2022-03-23Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;1;1868;449;1;140;1.a/f RESIDENCIAL
1097;01_EF08;DTESGY;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3105;A;1;CORDOBA;1;1618;70;1;150;1.h   RESIDENCIAL
1098;01_EF09;NGVVUZ;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3811;A;1;CORDOBA;1;1618;73;1;140;1.a/f RESIDENCIAL
1099;01_EF10;CWUBLF;3;2018-02-27Z;DBOSCO;13_MARTINOLLI;3105;A;1;CORDOBA;1;1211;73;1;140;1.a/f RESIDENCIAL
1100;01_EG01;GYVFEFZ;2;2005-10-27Z;DBOSCO;13_MARTINOLLI;3105;A;1;CORDOBA;1;1211;68;1;140;1.a/f RESIDENCIAL
1101;01_EG02;IACQEYR;3;2014-10-02Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1836;134;1;140;1.a/f RESIDENCIAL
1102;01_EG03;RGJBDO;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1854;6;1;140;1.a/f RESIDENCIAL
1103;01_EG04;XTBVHDZ;3;2016-07-15Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;115;1;140;1.a/f RESIDENCIAL
1104;01_EG05;AFRSKR;2;2002-06-12Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;119;1;140;1.a/f RESIDENCIAL
1105;01_EG06;YOASAD;2;1998-03-21Z;DBOSCO;13_VWALCALDE;3094;A;1;CORDOBA;1;1291;199;1;140;1.a/f RESIDENCIAL
1106;01_EG07;HJASYOQ;1;2009-07-22Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1808;27;1;140;1.a/f RESIDENCIAL
1107;01_EG08;DZKBSA;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1808;28;1;140;1.a/f RESIDENCIAL
1108;01_EG09;NXHOHR;6;2011-01-11Z;DBOSCO;13_VWALCALDE;3094;A;1;CORDOBA;1;1291;215;1;140;1.a/f RESIDENCIAL
1109;01_EG10;KZPADOJ;3;2024-01-19Z;ARGUE;13_PENIAROL;3178;A;1;CORDOBA;1;1207;155;1;140;1.a/f RESIDENCIAL
1110;01_EH01;SQMNXY;1;1990-06-30Z;ARGUE;13_LASALLE;3112;A;1;CORDOBA;1;1238;57;1;140;1.a/f RESIDENCIAL
1111;01_EH02;ZZXGZO;2;2000-04-25Z;CERRO;13_LASALLE;2296;A;1;CORDOBA;1;1221;13;1;140;1.a/f RESIDENCIAL
1112;01_EH03;JRJKYW;5;2020-08-03Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;92;1;140;1.a/f RESIDENCIAL
1113;01_EH04;JWJJOS;1;1990-06-30Z;ARGUE;13_VWALCALDE;2951;A;1;CORDOBA;1;1854;33;1;140;1.a/f RESIDENCIAL
1114;01_EH05;NBUVHHB;1;2019-01-14Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;77;1;140;1.a/f RESIDENCIAL
1115;01_EH06;YFCTZIX;5;2020-01-30Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;1;1868;467;2;240;2 GENERAL Y DE SERVICIOS
1116;01_EH07;TQGXQLZ;4;2017-03-10Z;DBOSCO;13_MARTINOLLI;5275;A;1;CORDOBA;1;1868;491;2;240;2 GENERAL Y DE SERVICIOS
1117;01_EH08;XGOZXP;1;1990-06-30Z;DBOSCO;13_PENIAROL;3180;A;1;CORDOBA;1;1211;127;1;140;1.a/f RESIDENCIAL
1118;01_EH09;WQIKIK;1;1990-06-30Z;ARGUE;13_VWALCALDE;5340;A;1;CORDOBA;1;91;58;1;140;1.a/f RESIDENCIAL
1119;01_EH10;ZDOWEP;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3811;A;1;CORDOBA;1;1618;167;1;140;1.a/f RESIDENCIAL
1120;01_EI01;PPTGWVA;2;2023-05-29Z;DBOSCO;13_MARTINOLLI;3811;A;1;CORDOBA;1;1618;169;1;140;1.a/f RESIDENCIAL
1121;01_EI02;ONFPUPX;3;2022-12-07Z;DBOSCO;13_MARTINOLLI;3811;A;1;CORDOBA;1;1618;171;2;240;2 GENERAL Y DE SERVICIOS
1122;01_EI03;VFKOKA;1;1999-11-26Z;DBOSCO;13_MARTINOLLI;3811;A;1;CORDOBA;1;1618;172;1;190;Residencial
1123;01_EI04;KKSPLC;3;2003-07-04Z;CERRO;13_MARTINOLLI;3105;A;1;CORDOBA;1;1211;58;1;140;1.a/f RESIDENCIAL
1124;01_EI05;HJPVRT;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3105;A;1;CORDOBA;1;1211;32;1;140;1.a/f RESIDENCIAL
1125;01_EI06;JGQTPOA;2;2008-02-01Z;ARGUE;13_PENIAROL;2470;A;1;CORDOBA;1;91;6;1;140;1.a/f RESIDENCIAL
1126;01_EI07;DWUJGN;2;2020-11-19Z;DBOSCO;13_MARTINOLLI;4206;A;1;CORDOBA;1;1808;324;1;140;1.a/f RESIDENCIAL
1127;01_EI08;SMYGTWQ;4;2016-11-21Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;147;1;190;Residencial
1128;01_EI09;VNQKVF;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;120;1;140;1.a/f RESIDENCIAL
1129;01_EI10;QSOLJEY;2;2001-05-23Z;DBOSCO;13_MARTINOLLI;5357;A;1;CORDOBA;1;1854;131;1;140;1.a/f RESIDENCIAL
1130;01_EJ01;WDLDOA;3;2011-12-06Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;144;1;140;1.a/f RESIDENCIAL
1131;01_EJ02;TDBVPBS;3;2002-01-07Z;DBOSCO;13_MARTINOLLI;3177;A;1;CORDOBA;1;1854;61;1;140;1.a/f RESIDENCIAL
1132;01_EJ03;DMQRJUB;5;2017-09-19Z;DBOSCO;13_MARTINOLLI;3177;A;1;CORDOBA;1;1854;62;1;140;1.a/f RESIDENCIAL
1133;01_EJ04;UTOSVES;1;2005-04-04Z;DBOSCO;13_MARTINOLLI;3702;A;1;CORDOBA;1;1854;66;2;240;2 GENERAL Y DE SERVICIOS
1134;01_EJ05;UUOEKC;1;2014-08-15Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1854;64;1;140;1.a/f RESIDENCIAL
1135;01_EJ06;FPQQTI;2;2000-07-12Z;SRBUSTO;13_FAVICUR;3250;A;1;CORDOBA;1;1217;158;1;190;Residencial
1136;01_EJ07;CNSEIX;2;2019-05-24Z;SRBUSTO;13_OSDE;3024;A;1;CORDOBA;1;1213;280;1;140;1.a/f RESIDENCIAL
1137;01_EJ08;LGWYNE;9;2024-01-17Z;SRBUSTO;13_ELCONDOR;3251;A;1;CORDOBA;1;1232;37;1;140;1.a/f RESIDENCIAL
1138;01_EJ09;SCAAQQ;1;1990-06-30Z;SRBUSTO;13_FAVICUR;3186;A;1;CORDOBA;1;1289;298;1;140;1.a/f RESIDENCIAL
1139;01_EJ10;PCIJLUG;4;2017-04-18Z;SRBUSTO;13_FAVICUR;3097;A;1;CORDOBA;1;1289;358;1;140;1.a/f RESIDENCIAL
1140;01_EK01;UMZFWK;2;1999-10-06Z;ARGUE;13_BOULEVARES;3187;A;1;CORDOBA;1;1220;14;1;140;1.a/f RESIDENCIAL
1141;01_EK02;TOQDNP;2;1998-12-03Z;SRBUSTO;13_FAVICUR;3186;A;1;CORDOBA;1;1289;269;1;140;1.a/f RESIDENCIAL
1142;01_EK03;SDZOPXY;1;2006-02-28Z;SRBUSTO;13_FAVICUR;3186;A;1;CORDOBA;1;1289;265;1;140;1.a/f RESIDENCIAL
1143;01_EK04;DFRLMU;6;2006-12-01Z;ARGUE;13_BOULEVARES;3187;A;1;CORDOBA;1;1220;174;1;140;1.a/f RESIDENCIAL
1144;01_EK05;EMZUHA;8;2022-03-03Z;ARGUE;13_BOULEVARES;3259;A;1;CORDOBA;1;1220;19;1;140;1.a/f RESIDENCIAL
1145;01_EK06;ZFSEOCS;4;2022-09-01Z;ARGUE;13_BOULEVARES;3259;A;1;CORDOBA;1;1810;53;2;240;2 GENERAL Y DE SERVICIOS
1146;01_EK07;GRMMVEH;1;2003-07-16Z;ARGUE;13_BOULEVARES;3259;A;1;CORDOBA;1;1220;220;1;140;1.a/f RESIDENCIAL
1147;01_EK08;XDOFGBT;3;2012-06-04Z;ARGUE;13_FAVICUR;3097;A;1;CORDOBA;1;1289;238;1;140;1.a/f RESIDENCIAL
1148;01_EK09;GHRJBZJ;6;2023-09-06Z;SRBUSTO;13_FAVICUR;3186;A;1;CORDOBA;1;1289;274;1;140;1.a/f RESIDENCIAL
1149;01_EK10;OJWRLDO;6;2010-09-28Z;ARGUE;13_BOULEVARES;3187;A;1;CORDOBA;1;1220;198;1;140;1.a/f RESIDENCIAL
1150;01_EL01;JORLUKS;3;2023-12-01Z;ARGUE;13_FAVICUR;3097;A;1;CORDOBA;1;1219;136;1;140;1.a/f RESIDENCIAL
1151;01_EL02;MPLMPZ;2;1997-01-02Z;SRBUSTO;13_FAVICUR;3186;A;1;CORDOBA;1;1289;241;1;140;1.a/f RESIDENCIAL
1152;01_EL03;UCBYEPR;3;2014-10-10Z;ARGUE;13_FAVICUR;3186;A;1;CORDOBA;1;1219;169;1;190;Residencial
1153;01_EL04;BWMXFR;9;2017-10-26Z;SRBUSTO;13_FAVICUR;3250;A;1;CORDOBA;1;1216;40;1;140;1.a/f RESIDENCIAL
1154;01_EL05;NUPEZKI;4;2015-10-30Z;SRBUSTO;13_ELCONDOR;3251;A;1;CORDOBA;1;1303;54;2;240;2 GENERAL Y DE SERVICIOS
1155;01_EL06;OOEQFA;1;1990-06-30Z;SRBUSTO;13_FAVICUR;3250;A;1;CORDOBA;1;1216;38;1;140;1.a/f RESIDENCIAL
1156;01_EL07;EHZTSX;1;1990-06-30Z;SRBUSTO;13_FAVICUR;3250;A;1;CORDOBA;1;1217;139;1;140;1.a/f RESIDENCIAL
1157;01_EL08;XJDMIQ;2;1997-03-20Z;SRBUSTO;13_FAVICUR;3250;A;1;CORDOBA;1;1290;108;1;140;1.a/f RESIDENCIAL
1158;01_EL09;UDXNEV;1;1990-06-30Z;SRBUSTO;13_FAVICUR;3250;A;1;CORDOBA;1;1217;135;1;140;1.a/f RESIDENCIAL
1159;01_EL10;XMZGZXT;3;2022-04-28Z;ARGUE;13_FAVICUR;3097;A;1;CORDOBA;1;1219;146;1;140;1.a/f RESIDENCIAL
1160;01_EM01;FCBQMDS;8;2023-12-15Z;ARGUE;13_BOULEVARES;3259;A;1;CORDOBA;1;1810;56;1;140;1.a/f RESIDENCIAL
1161;01_EM02;RMNBPMI;6;2023-08-25Z;SRBUSTO;13_FAVICUR;3097;A;1;CORDOBA;1;1289;388;1;140;1.a/f RESIDENCIAL
1162;01_EM03;KJIAGX;1;1990-06-30Z;SRBUSTO;13_FAVICUR;3097;A;1;CORDOBA;1;1289;192;1;140;1.a/f RESIDENCIAL
1163;01_EM04;ASUJZO;2;2022-05-19Z;ARGUE;13_BOULEVARES;3088;A;1;CORDOBA;1;1810;33;2;240;2 GENERAL Y DE SERVICIOS
1164;01_EM05;FNZKFXR;2;2006-05-02Z;DBOSCO;13_MARTINOLLI;3225;A;1;CORDOBA;1;57;396;1;140;1.a/f RESIDENCIAL
1165;01_EM06;BICKBQD;2;2024-01-08Z;DFUNES;13_CARAFA;1322;A;1;CORDOBA;3;1258;245;1;140;1.a/f RESIDENCIAL
1166;01_EM07;HBHVZK;1;2000-11-06Z;DBOSCO;13_MARTINOLLI;3225;A;1;CORDOBA;1;57;406;1;140;1.a/f RESIDENCIAL
1167;01_EM08;XQTUGOF;4;2023-01-02Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;91;205;1;140;1.a/f RESIDENCIAL
1168;01_EM09;IPJUWU;1;2009-11-13Z;ARGUE;13_VBELGRANO;3033;A;1;CORDOBA;1;1887;48;1;140;1.a/f RESIDENCIAL
1169;01_EM10;ITUDRUA;4;2024-02-08Z;ARGUE;13_VBELGRANO;4487;A;1;CORDOBA;1;1756;129;1;140;1.a/f RESIDENCIAL
1170;01_EN01;YKWZPFJ;8;2017-01-09Z;ARGUE;13_VBELGRANO;4487;A;1;CORDOBA;1;1756;127;1;140;1.a/f RESIDENCIAL
1171;01_EN02;GRPPMFJ;1;2021-08-10Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;1460;144;1;140;1.a/f RESIDENCIAL
1172;01_EN03;GGNNKYT;2;2021-09-06Z;ARGUE;13_BOULEVARES;2277;A;1;CORDOBA;1;1755;90;1;140;1.a/f RESIDENCIAL
1173;01_EN04;GOQWGPB;3;2023-12-15Z;SRBUSTO;13_FAVICUR;3031;A;1;CORDOBA;1;1217;93;1;140;1.a/f RESIDENCIAL
1174;01_EN05;SGSTJG;1;1990-06-30Z;SRBUSTO;13_FAVICUR;5303;A;1;CORDOBA;1;1289;158;1;140;1.a/f RESIDENCIAL
1175;01_EN06;ICENWIJ;6;2022-03-31Z;ARGUE;13_FERIAL;3108;A;1;CORDOBA;1;1756;184;1;140;1.a/f RESIDENCIAL
1176;01_EN07;XUSSNIU;3;2019-12-27Z;DBOSCO;13_POZOVERDE;4233;A;1;CORDOBA;1;1774;2;1;140;1.a/f RESIDENCIAL
1177;01_EN08;YMVYMJ;1;1990-06-30Z;ARGUE;13_BOULEVARES;3074;A;1;CORDOBA;1;1221;141;1;140;1.a/f RESIDENCIAL
1178;01_EN09;ENHZMRS;3;2021-09-21Z;ARGUE;13_BOULEVARES;4553;A;1;CORDOBA;1;1751;34;1;140;1.a/f RESIDENCIAL
1179;01_EN10;GWQLZZJ;2;2024-02-19Z;ARGUE;13_BOULEVARES;4553;A;1;CORDOBA;1;1751;104;1;140;1.a/f RESIDENCIAL
1180;01_EO01;HUGRZRS;5;2024-05-24Z;ARGUE;13_BOULEVARES;4553;A;1;CORDOBA;1;1751;112;1;140;1.a/f RESIDENCIAL
1181;01_EO02;ABZGPAX;2;2018-01-31Z;ARGUE;13_ESTADIO;4238;A;1;CORDOBA;1;1750;10;1;140;1.a/f RESIDENCIAL
1182;01_EO03;VTMBYFN;2;2007-09-18Z;ARGUE;13_ESTADIO;4238;A;1;CORDOBA;1;1750;9;1;140;1.a/f RESIDENCIAL
1183;01_EO04;ZBUAYPK;5;2023-12-01Z;ARGUE;13_BOULEVARES;4553;A;1;CORDOBA;1;1751;111;1;140;1.a/f RESIDENCIAL
1184;01_EO05;ZYOXDHQ;3;2020-08-11Z;ARGUE;13_BOULEVARES;4553;A;1;CORDOBA;1;1751;113;1;140;1.a/f RESIDENCIAL
1185;01_EO06;INIRKF;4;2016-10-21Z;ARGUE;13_BOULEVARES;2452;A;1;CORDOBA;1;1755;11;1;140;1.a/f RESIDENCIAL
1186;01_EO07;ZNVEXQM;5;2022-03-28Z;ARGUE;13_BOULEVARES;4553;A;1;CORDOBA;1;1751;80;1;140;1.a/f RESIDENCIAL
1187;01_EO08;GQLQTM;2;2024-02-16Z;ARGUE;13_FERIAL;3545;A;1;CORDOBA;1;1751;69;1;140;1.a/f RESIDENCIAL
1188;01_EO09;YOYDKPD;6;2020-01-28Z;;13_FERIAL;3108;A;1;CORDOBA;1;1751;79;1;140;1.a/f RESIDENCIAL
1189;01_EO10;SBJWFB;2;1996-08-13Z;ARGUE;13_FERIAL;3108;A;1;CORDOBA;1;1218;329;2;240;2 GENERAL Y DE SERVICIOS
1190;01_EP01;TPQLJZ;1;1990-06-30Z;ARGUE;13_BOULEVARES;3109;A;1;CORDOBA;1;1756;46;1;140;1.a/f RESIDENCIAL
1191;01_EP02;FINCKG;4;2014-06-17Z;ARGUE;13_VBELGRANO;4487;A;1;CORDOBA;1;270;157;1;140;1.a/f RESIDENCIAL
1192;01_EP03;GJUYRT;1;2018-06-29Z;ARGUE;13_FERIAL;5009;A;1;CORDOBA;1;1218;323;1;140;1.a/f RESIDENCIAL
1193;01_EP04;CZBUKGN;7;2016-02-25Z;ARGUE;13_BOULEVARES;2655;A;1;CORDOBA;1;1221;177;1;140;1.a/f RESIDENCIAL
1194;01_EP05;VKHDOMB;5;2022-12-05Z;ARGUE;13_BOULEVARES;2655;A;1;CORDOBA;1;1221;251;2;240;2 GENERAL Y DE SERVICIOS
1195;01_EP06;YPBHSYX;2;2017-07-12Z;ARGUE;13_FAVICUR;3031;A;1;CORDOBA;1;1289;60;1;190;Residencial
1196;01_EP07;HSXGODV;9;2022-06-07Z;DBOSCO;13_POZOVERDE;4233;A;1;CORDOBA;1;1774;153;2;240;2 GENERAL Y DE SERVICIOS
1197;01_EP08;MTPSAY;2;2011-03-11Z;DBOSCO;13_POZOVERDE;5238;A;1;CORDOBA;1;1340;33;1;140;1.a/f RESIDENCIAL
1198;01_EP09;WEJUFH;2;2005-12-07Z;ARGUE;13_BOULEVARES;4704;A;1;CORDOBA;1;1221;289;2;240;2 GENERAL Y DE SERVICIOS
1199;01_EP10;GPJXFX;5;2013-08-27Z;ARGUE;13_BOULEVARES;2452;A;1;CORDOBA;1;1221;95;1;140;1.a/f RESIDENCIAL
1200;01_EQ01;KBHEVUM;2;2004-06-28Z;ARGUE;13_BOULEVARES;3074;A;1;CORDOBA;1;1209;114;1;140;1.a/f RESIDENCIAL
1201;01_EQ02;OIHDVPA;5;2018-10-12Z;DBOSCO;13_ACHATEAU;5071;A;1;CORDOBA;1;1737;87;1;140;1.a/f RESIDENCIAL
1202;01_EQ03;PVYXSP;2;2000-04-10Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;1;57;25;1;140;1.a/f RESIDENCIAL
1203;01_EQ04;OZKNCUU;1;2006-11-21Z;DBOSCO;13_MARTINOLLI;2360;A;1;CORDOBA;1;57;45;1;140;1.a/f RESIDENCIAL
1204;01_EQ05;ACBYCF;1;1990-06-30Z;DBOSCO;13_ACHATEAU;3124;A;1;CORDOBA;1;1737;104;1;140;1.a/f RESIDENCIAL
1205;01_EQ06;IZWWQC;3;2000-09-01Z;DBOSCO;13_ACHATEAU;3124;A;1;CORDOBA;1;1737;105;1;140;1.a/f RESIDENCIAL
1206;01_EQ07;YMWSDRS;2;2014-08-06Z;DBOSCO;13_ACHATEAU;5283;A;1;CORDOBA;1;1223;115;1;140;1.a/f RESIDENCIAL
1207;01_EQ08;ZRFHBJT;1;2008-06-04Z;DBOSCO;13_ACHATEAU;5283;A;1;CORDOBA;1;1223;112;1;190;Residencial
1208;01_EQ09;KJVOPD;1;1990-06-30Z;DBOSCO;13_ACHATEAU;5283;A;1;CORDOBA;1;1223;66;1;140;1.a/f RESIDENCIAL
1209;01_EQ10;KAIFXC;1;1990-06-30Z;DBOSCO;13_ACHATEAU;3084;A;1;CORDOBA;1;1737;358;1;140;1.a/f RESIDENCIAL
1210;01_ER01;YHJKLR;1;2000-08-09Z;DBOSCO;13_ACHATEAU;3084;A;1;CORDOBA;1;1737;314;1;140;1.a/f RESIDENCIAL
1211;01_ER02;BHRGAIP;2;2002-09-20Z;DBOSCO;13_ACHATEAU;3084;A;1;CORDOBA;1;1737;317;1;140;1.a/f RESIDENCIAL
1212;01_ER03;KMPEFYQ;1;2010-10-21Z;DBOSCO;13_ACHATEAU;3124;A;1;CORDOBA;1;1737;282;1;140;1.a/f RESIDENCIAL
1213;01_ER04;TOWMYVF;1;2004-01-02Z;DBOSCO;13_ACHATEAU;3084;A;1;CORDOBA;1;1737;278;1;140;1.a/f RESIDENCIAL
1214;01_ER05;PYVYQS;1;1990-06-30Z;DBOSCO;13_ACHATEAU;3084;A;1;CORDOBA;1;1737;365;1;184;Resid TSP Indig Dto. 43/19
1215;01_ER06;GBFENG;2;2001-02-27Z;DBOSCO;13_ACHATEAU;5311;A;1;CORDOBA;1;1737;342;1;140;1.a/f RESIDENCIAL
1216;01_ER07;QUCETS;1;2007-07-12Z;DBOSCO;13_MARTINOLLI;2360;A;1;CORDOBA;20;1295;175;1;140;1.a/f RESIDENCIAL
1217;01_ER08;ZVWVBP;3;2003-01-30Z;DBOSCO;13_ACHATEAU;4473;A;1;CORDOBA;1;1737;21;1;140;1.a/f RESIDENCIAL
1218;01_ER09;DXVKQQJ;4;2015-06-03Z;DBOSCO;13_ACHATEAU;5076;A;1;CORDOBA;1;1223;24;2;240;2 GENERAL Y DE SERVICIOS
1219;01_ER10;OZFHPKO;5;2019-12-05Z;DBOSCO;13_ACHATEAU;5311;A;1;CORDOBA;1;1223;299;1;140;1.a/f RESIDENCIAL
1220;01_ES01;ROSHHI;5;2006-01-04Z;DBOSCO;13_ACHATEAU;5311;A;1;CORDOBA;1;1223;302;1;140;1.a/f RESIDENCIAL
1221;01_ES02;VTHQYB;2;2009-10-30Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;20;1295;194;1;140;1.a/f RESIDENCIAL
1222;01_ES03;EDZMHH;2;2013-05-10Z;DBOSCO;13_ACHATEAU;3084;A;1;CORDOBA;1;1737;310;1;140;1.a/f RESIDENCIAL
1223;01_ES04;EHLNQJ;2;2006-12-21Z;DBOSCO;13_ACHATEAU;5071;A;1;CORDOBA;1;1737;27;1;140;1.a/f RESIDENCIAL
1224;01_ES05;XKGTUAG;4;2021-07-07Z;DBOSCO;13_ACHATEAU;5071;A;1;CORDOBA;1;1737;143;1;140;1.a/f RESIDENCIAL
1225;01_ES06;UHMXYQE;5;2022-12-12Z;DBOSCO;13_ACHATEAU;3151;A;1;CORDOBA;1;1737;175;1;140;1.a/f RESIDENCIAL
1226;01_ES07;QVIZVUI;3;2024-05-06Z;DBOSCO;13_MARTINOLLI;5265;A;1;CORDOBA;1;57;312;1;140;1.a/f RESIDENCIAL
1227;01_ES08;MFBOKV;1;1990-06-30Z;DBOSCO;13_ACHATEAU;3124;A;1;CORDOBA;1;1737;236;1;140;1.a/f RESIDENCIAL
1228;01_ES09;SGVTNSW;2;2005-05-03Z;DBOSCO;13_ACHATEAU;3124;A;1;CORDOBA;20;1893;27;1;140;1.a/f RESIDENCIAL
1229;01_ES10;KBTCIX;1;1997-05-13Z;DBOSCO;13_MARTINOLLI;2360;A;1;CORDOBA;1;57;156;1;140;1.a/f RESIDENCIAL
1230;01_ET01;ERDESB;1;1998-12-17Z;DBOSCO;13_ACHATEAU;5311;A;1;CORDOBA;1;1223;301;1;140;1.a/f RESIDENCIAL
1231;01_ET02;DGAWFP;1;2003-11-19Z;DBOSCO;13_ACHATEAU;5076;A;1;CORDOBA;1;1223;410;1;140;1.a/f RESIDENCIAL
1232;01_ET03;RKGXHC;2;2007-04-20Z;DBOSCO;13_ACHATEAU;5076;A;1;CORDOBA;1;1223;417;1;140;1.a/f RESIDENCIAL
1233;01_ET04;HXXJKLU;4;2007-10-22Z;ARGUE;13_VWALCALDE;4474;A;1;CORDOBA;1;1868;213;1;184;Resid TSP Indig Dto. 43/19
1234;01_ET05;ZEFTNZW;2;2012-02-01Z;DBOSCO;13_MARTINOLLI;3811;A;1;CORDOBA;1;1618;82;1;140;1.a/f RESIDENCIAL
1235;01_ET06;LNRVWLP;2;2009-01-19Z;DBOSCO;13_MARTINOLLI;3811;A;1;CORDOBA;1;1618;78;1;140;1.a/f RESIDENCIAL
1236;01_ET07;LSBDHMX;5;2024-03-25Z;ARGUE;13_VWALCALDE;3221;A;1;CORDOBA;1;1292;404;2;240;2 GENERAL Y DE SERVICIOS
1237;01_ET08;KWJHMR;1;1990-06-30Z;ARGUE;13_PENIAROL;3178;A;1;CORDOBA;1;1207;105;1;140;1.a/f RESIDENCIAL
1238;01_ET09;SPSLFW;4;2015-12-09Z;ARGUE;13_PENIAROL;3178;A;1;CORDOBA;1;1207;277;1;190;Residencial
1239;01_ET10;LLLCVJU;3;2022-08-04Z;ARGUE;13_PENIAROL;3178;A;1;CORDOBA;1;1207;124;1;140;1.a/f RESIDENCIAL
1240;01_EU01;SAVOIW;1;1990-06-30Z;ARGUE;13_PENIAROL;2635;A;1;CORDOBA;1;1207;54;1;140;1.a/f RESIDENCIAL
1241;01_EU02;ZEUCZHO;1;2020-12-17Z;;13_PENIAROL;3178;A;1;CORDOBA;1;1207;38;1;140;1.a/f RESIDENCIAL
1242;01_EU03;DNXCXSK;2;2021-01-08Z;ARGUE;13_PENIAROL;3178;A;1;CORDOBA;1;1207;37;1;140;1.a/f RESIDENCIAL
1243;01_EU04;POYPCZB;11;2022-03-04Z;ARGUE;13_PENIAROL;2635;A;1;CORDOBA;1;1207;76;1;140;1.a/f RESIDENCIAL
1244;01_EU05;ITSZRX;1;1990-06-30Z;ARGUE;13_VWALCALDE;2999;A;1;CORDOBA;1;1292;42;1;140;1.a/f RESIDENCIAL
1245;01_EU06;BSEVPIB;3;2024-05-15Z;ARGUE;13_VWALCALDE;3182;A;1;CORDOBA;1;1292;75;1;140;1.a/f RESIDENCIAL
1246;01_EU07;DKKIRBN;3;2016-02-01Z;ARGUE;13_VWALCALDE;5340;A;1;CORDOBA;1;91;44;1;140;1.a/f RESIDENCIAL
1247;01_EU08;YPFVMD;1;2000-09-25Z;ARGUE;13_VWALCALDE;2951;A;1;CORDOBA;1;1854;26;1;140;1.a/f RESIDENCIAL
1248;01_EU09;MDBYKS;3;2006-11-20Z;ARGUE;13_VWALCALDE;2999;A;1;CORDOBA;1;1292;53;1;140;1.a/f RESIDENCIAL
1249;01_EU10;PDFMSA;1;2008-09-19Z;ARGUE;13_LASALLE;3112;A;1;CORDOBA;1;1238;35;1;140;1.a/f RESIDENCIAL
1250;01_EV01;LEWGXA;7;2022-01-04Z;ARGUE;13_PENIAROL;2635;A;1;CORDOBA;1;1207;97;1;140;1.a/f RESIDENCIAL
1251;01_EV02;GQGNRD;6;2020-07-02Z;ARGUE;13_PENIAROL;3178;A;1;CORDOBA;1;1207;162;1;140;1.a/f RESIDENCIAL
1252;01_EV03;MFOPUH;3;2016-01-07Z;ARGUE;13_PENIAROL;3178;A;1;CORDOBA;1;1207;165;1;140;1.a/f RESIDENCIAL
1253;01_EV04;NVJTFNT;9;2018-09-27Z;ARGUE;13_VWALCALDE;3221;A;1;CORDOBA;1;1292;381;1;140;1.a/f RESIDENCIAL
1254;01_EV05;OKJMVHM;7;2020-07-31Z;ARGUE;13_VWALCALDE;3221;A;1;CORDOBA;1;1292;391;1;140;1.a/f RESIDENCIAL
1255;01_EV06;FYSQERN;3;2022-07-21Z;DBOSCO;13_MARTINOLLI;4206;A;1;CORDOBA;1;1836;9;1;140;1.a/f RESIDENCIAL
1256;01_EV07;XWDZEQK;1;2004-01-08Z;ARGUE;13_PENIAROL;3178;A;1;CORDOBA;1;1207;152;1;140;1.a/f RESIDENCIAL
1257;01_EV08;ETPHND;4;2013-02-28Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1808;53;1;140;1.a/f RESIDENCIAL
1258;01_EV09;QBYWQW;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1808;55;1;140;1.a/f RESIDENCIAL
1259;01_EV10;FCGRGT;2;2005-04-06Z;ARGUE;13_VWALCALDE;5340;A;1;CORDOBA;1;91;4;1;140;1.a/f RESIDENCIAL
