DEVICE;suministro;cliente;contrato;fecha_inicio;sea;distribuidor;subestacion;zona;distrito;distrito_descripcion;grupo_lectura;ruta_lectura;orden_lectura;grupo_tarifario;codigo_tarifa;tarifa
1954;01_HN05;XSXBOSH;4;2018-03-09Z;ARGUE;13_VWALCALDE;5286;A;1;CORDOBA;1;1868;127;1;140;1.a/f RESIDENCIAL
1955;01_HN06;CBPNUHO;3;2005-12-28Z;ARGUE;13_VWALCALDE;3093;A;1;CORDOBA;1;371;152;1;140;1.a/f RESIDENCIAL
1956;01_HN07;IXHMHL;2;2023-01-30Z;ARGUE;13_VBELGRANO;3059;A;1;CORDOBA;1;1755;50;1;140;1.a/f RESIDENCIAL
1957;01_HN08;RYBKQPE;4;2021-12-07Z;ARGUE;13_VWALCALDE;5129;A;1;CORDOBA;1;371;75;1;140;1.a/f RESIDENCIAL
1958;01_HN09;XRZEWLK;1;2003-07-21Z;ARGUE;13_VBELGRANO;3632;A;1;CORDOBA;1;270;166;1;140;1.a/f RESIDENCIAL
1959;01_HN10;FUACVAR;8;2017-03-29Z;ARGUE;13_VWALCALDE;3094;A;1;CORDOBA;1;1868;469;1;140;1.a/f RESIDENCIAL
1960;01_HO01;PHSSAIN;3;2023-12-13Z;ARGUE;13_VBELGRANO;3033;A;1;CORDOBA;1;1222;84;1;140;1.a/f RESIDENCIAL
1961;01_HO02;IABOQJX;3;2001-11-08Z;ARGUE;13_VBELGRANO;3632;A;1;CORDOBA;1;1887;144;1;140;1.a/f RESIDENCIAL
1962;01_HO03;NXHUYGU;5;2024-03-05Z;ARGUE;13_FERIAL;2466;A;1;CORDOBA;1;270;219;1;140;1.a/f RESIDENCIAL
1963;01_HO04;HYNEEX;1;2012-05-16Z;ARGUE;13_FERIAL;2466;A;1;CORDOBA;1;270;184;1;140;1.a/f RESIDENCIAL
1964;01_HO05;JUBOHV;2;2009-08-27Z;ARGUE;13_FERIAL;2466;A;1;CORDOBA;1;270;221;1;140;1.a/f RESIDENCIAL
1965;01_HO06;LISSZB;1;2009-05-04Z;ARGUE;13_VBELGRANO;3562;A;1;CORDOBA;1;1218;200;1;140;1.a/f RESIDENCIAL
1966;01_HO07;EXAEPD;4;2023-07-05Z;ARGUE;13_VBELGRANO;3562;A;1;CORDOBA;1;1218;196;1;140;1.a/f RESIDENCIAL
1967;01_HO08;NVANBE;3;2010-01-11Z;ARGUE;13_VWALCALDE;4474;A;1;CORDOBA;1;1868;189;1;140;1.a/f RESIDENCIAL
1968;01_HO09;QYXIER;3;2023-06-01Z;ARGUE;13_VWALCALDE;4474;A;1;CORDOBA;1;1868;157;1;140;1.a/f RESIDENCIAL
1969;01_HO10;WKFWNO;3;2001-11-16Z;ARGUE;13_VBELGRANO;4603;A;1;CORDOBA;1;1887;191;1;140;1.a/f RESIDENCIAL
1970;01_HP01;VIFKTC;2;2006-05-02Z;ARGUE;13_VBELGRANO;3033;A;1;CORDOBA;1;1887;353;1;140;1.a/f RESIDENCIAL
1971;01_HP02;MEMQATY;1;2011-04-25Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;1222;8;1;140;1.a/f RESIDENCIAL
1972;01_HP03;QQXLRYX;1;2012-08-30Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;1460;66;1;140;1.a/f RESIDENCIAL
1973;01_HP04;CYMYLM;1;1990-06-30Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;91;145;1;190;Residencial
1974;01_HP05;WHCNKDM;3;2024-01-31Z;ARGUE;13_VWALCALDE;5340;A;1;CORDOBA;1;91;283;1;140;1.a/f RESIDENCIAL
1975;01_HP06;MPWSBVQ;7;2022-02-18Z;ARGUE;13_VWALCALDE;5340;A;1;CORDOBA;1;91;282;2;240;2 GENERAL Y DE SERVICIOS
1976;01_HP07;XEBNUY;4;2012-03-08Z;ARGUE;13_VWALCALDE;5340;A;1;CORDOBA;1;1252;31;2;240;2 GENERAL Y DE SERVICIOS
1977;01_HP08;IDBOBU;1;2009-08-05Z;ARGUE;13_VWALCALDE;5340;A;1;CORDOBA;1;91;284;2;240;2 GENERAL Y DE SERVICIOS
1978;01_HP09;PETZILP;4;2024-02-26Z;DBOSCO;13_ACHATEAU;2884;A;1;CORDOBA;20;1893;202;1;140;1.a/f RESIDENCIAL
1979;01_HP10;JKNEVOK;7;2024-02-06Z;ARGUE;13_VWALCALDE;3062;A;1;CORDOBA;1;1297;245;2;240;2 GENERAL Y DE SERVICIOS
1980;01_HQ01;AXACWT;1;1990-06-30Z;ARGUE;13_VBELGRANO;3033;A;1;CORDOBA;1;1222;79;1;140;1.a/f RESIDENCIAL
1981;01_HQ02;FYIPKKU;2;2024-04-23Z;ARGUE;13_VWALCALDE;3062;A;1;CORDOBA;1;1297;242;2;240;2 GENERAL Y DE SERVICIOS
1982;01_HQ03;WOIVQY;2;2003-09-23Z;ARGUE;13_VBELGRANO;3033;A;1;CORDOBA;1;1887;2;1;140;1.a/f RESIDENCIAL
1983;01_HQ04;UGCDIN;2;1999-10-01Z;ARGUE;13_VWALCALDE;2999;A;1;CORDOBA;1;1460;6;1;190;Residencial
1984;01_HQ05;PWPQSK;2;2000-02-07Z;ARGUE;13_VWALCALDE;2999;A;1;CORDOBA;1;1460;9;1;140;1.a/f RESIDENCIAL
1985;01_HQ06;LALVDY;1;2003-04-10Z;ARGUE;13_VBELGRANO;5769;A;1;CORDOBA;1;270;2;1;140;1.a/f RESIDENCIAL
1986;01_HQ07;TTLGKUS;1;2020-02-20Z;;13_VBELGRANO;5126;A;1;CORDOBA;1;270;90;1;140;1.a/f RESIDENCIAL
1987;01_HQ08;TREDVN;9;2024-03-15Z;ARGUE;13_VBELGRANO;5126;A;1;CORDOBA;1;270;205;1;140;1.a/f RESIDENCIAL
1988;01_HQ09;NITORTN;3;2023-05-19Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;1222;3;1;140;1.a/f RESIDENCIAL
1989;01_HQ10;ADXGBWL;1;2019-07-19Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;1460;121;1;140;1.a/f RESIDENCIAL
1990;01_HR01;BUJTYJ;7;2018-12-28Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;1460;135;1;140;1.a/f RESIDENCIAL
1991;01_HR02;TYUYKR;1;1990-06-30Z;ARGUE;13_VWALCALDE;3094;A;1;CORDOBA;1;1868;270;1;140;1.a/f RESIDENCIAL
1992;01_HR03;ZXHMBTH;1;2015-06-29Z;ARGUE;13_VWALCALDE;4474;A;1;CORDOBA;1;1868;168;1;140;1.a/f RESIDENCIAL
1993;01_HR04;STRLHM;1;1990-06-30Z;CERRO;13_CARAFA;1342;A;1;CORDOBA;3;1264;215;1;140;1.a/f RESIDENCIAL
1994;01_HR05;WWNOJB;1;1990-06-30Z;DFUNES;13_CARAFA;1342;A;1;CORDOBA;3;1263;197;1;140;1.a/f RESIDENCIAL
1995;01_HR06;ZVCBES;6;2017-07-28Z;CERRO;13_CARAFA;1342;A;1;CORDOBA;3;1264;221;1;140;1.a/f RESIDENCIAL
1996;01_HR07;LHRDKEB;2;2006-03-22Z;DFUNES;13_CARAFA;1685;A;1;CORDOBA;3;1263;110;1;190;Residencial
1997;01_HR08;XYPKGW;1;1997-08-29Z;ARGUE;13_VWALCALDE;3182;A;1;CORDOBA;1;386;175;1;140;1.a/f RESIDENCIAL
1998;01_HR09;TLWEILE;1;2009-06-22Z;ARGUE;13_VWALCALDE;3062;A;1;CORDOBA;1;1297;42;1;140;1.a/f RESIDENCIAL
1999;01_HR10;MYSMQUW;2;2015-02-12Z;ARGUE;13_VWALCALDE;3062;A;1;CORDOBA;1;1297;31;1;140;1.a/f RESIDENCIAL
2000;01_HS01;HOMPNHR;3;2003-09-16Z;ARGUE;13_VWALCALDE;3062;A;1;CORDOBA;1;1297;45;1;140;1.a/f RESIDENCIAL
2001;01_HS02;QYJKCN;1;1990-06-30Z;DFUNES;13_CARAFA;893;A;1;CORDOBA;3;1261;124;1;140;1.a/f RESIDENCIAL
2002;01_HS03;OEWDVHO;3;2021-01-26Z;ARGUE;13_VWALCALDE;4474;A;1;CORDOBA;1;1868;182;1;140;1.a/f RESIDENCIAL
2003;01_HS04;MEMWKV;1;1990-06-30Z;ARGUE;13_VBELGRANO;3033;A;1;CORDOBA;1;1887;315;1;190;Residencial
2004;01_HS05;TAZRVLO;1;2003-12-05Z;ARGUE;13_VWALCALDE;4474;A;1;CORDOBA;1;1868;312;1;180;Resid TSP Caren Dto. 43/19
2005;01_HS06;YTRMCG;3;2008-01-22Z;ARGUE;13_VBELGRANO;3145;A;1;CORDOBA;1;1231;209;1;140;1.a/f RESIDENCIAL
2006;01_HS07;UOGALGD;3;2008-05-08Z;ARGUE;13_VWALCALDE;5286;A;1;CORDOBA;1;1868;94;1;180;Resid TSP Caren Dto. 43/19
2007;01_HS08;YUNSHGK;2;2004-12-02Z;ARGUE;13_VWALCALDE;5286;A;1;CORDOBA;1;1868;33;1;140;1.a/f RESIDENCIAL
2008;01_HS09;OIBJHKW;2;2023-11-21Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;91;254;1;140;1.a/f RESIDENCIAL
2009;01_HS10;FOCABI;3;2013-06-28Z;SOBREM;13_CARAFA;1322;A;1;CORDOBA;3;1258;35;1;190;Residencial
2010;01_HT01;EKPCMDT;4;2020-02-28Z;ARGUE;13_VWALCALDE;2982;A;1;CORDOBA;1;386;17;1;140;1.a/f RESIDENCIAL
2011;01_HT02;VVRNZYR;2;2008-12-30Z;ARGUE;13_VWALCALDE;2982;A;1;CORDOBA;1;386;6;1;140;1.a/f RESIDENCIAL
2012;01_HT03;DWCDQSG;5;2022-11-03Z;ARGUE;13_VWALCALDE;3094;A;1;CORDOBA;1;1868;462;1;140;1.a/f RESIDENCIAL
2013;01_HT04;JDBATKI;3;2019-09-11Z;ARGUE;13_VBELGRANO;4603;A;1;CORDOBA;1;1218;125;1;140;1.a/f RESIDENCIAL
2014;01_HT05;WQYVGQU;1;2013-05-17Z;ARGUE;13_VBELGRANO;3189;A;1;CORDOBA;1;91;264;1;140;1.a/f RESIDENCIAL
2015;01_HT06;KTDYAJT;1;2006-02-16Z;ARGUE;13_VBELGRANO;3011;A;1;CORDOBA;1;270;58;1;140;1.a/f RESIDENCIAL
2016;01_HT07;EQSYBNP;2;2015-09-09Z;ARGUE;13_VBELGRANO;3011;A;1;CORDOBA;1;270;120;1;140;1.a/f RESIDENCIAL
2017;01_HT08;PQVTRCP;4;2017-06-09Z;ARGUE;13_VBELGRANO;3011;A;1;CORDOBA;1;270;119;1;140;1.a/f RESIDENCIAL
2018;01_HT09;CEWGVHQ;3;2003-12-29Z;ARGUE;13_VBELGRANO;3011;A;1;CORDOBA;1;270;122;1;140;1.a/f RESIDENCIAL
2019;01_HT10;MNCLHJM;7;2020-10-09Z;ARGUE;13_VWALCALDE;5129;A;1;CORDOBA;1;1868;46;1;140;1.a/f RESIDENCIAL
2020;01_HU01;YMNULRQ;7;2018-08-06Z;ARGUE;13_VWALCALDE;5129;A;1;CORDOBA;1;1868;43;1;190;Residencial
2021;01_HU02;IXXSYVI;6;2023-03-16Z;ARGUE;13_VBELGRANO;3011;A;1;CORDOBA;1;270;52;1;140;1.a/f RESIDENCIAL
2022;01_HU03;MRQAFM;3;2004-11-12Z;ARGUE;13_VWALCALDE;5340;A;1;CORDOBA;1;91;188;1;140;1.a/f RESIDENCIAL
2023;01_HU04;WQIIMZX;4;2018-04-12Z;SRBUSTO;13_ELCONDOR;3046;A;1;CORDOBA;1;1700;7;1;190;Residencial
2024;01_HU05;YCXLWRM;2;2005-05-27Z;ARGUE;13_VWALCALDE;3062;A;1;CORDOBA;1;1222;124;1;140;1.a/f RESIDENCIAL
2025;01_HU06;PGDGCUU;10;2022-09-06Z;ARGUE;13_ESTADIO;4238;A;1;CORDOBA;1;1228;670;2;240;2 GENERAL Y DE SERVICIOS
2026;01_HU07;CHEYHHX;5;2013-10-25Z;DFUNES;13_CARAFA;893;A;1;CORDOBA;3;1267;62;1;140;1.a/f RESIDENCIAL
2027;01_HU08;SRKQSIZ;2;2016-08-18Z;DFUNES;13_CARAFA;2275;A;1;CORDOBA;3;1267;50;1;140;1.a/f RESIDENCIAL
2028;01_HU09;SHGEKH;1;1990-06-30Z;ARGUE;13_VWALCALDE;3062;A;1;CORDOBA;1;1222;125;1;140;1.a/f RESIDENCIAL
2029;01_HU10;JAZBKW;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3125;A;1;CORDOBA;1;1808;112;1;140;1.a/f RESIDENCIAL
2030;01_HV01;SGIIHE;2;2004-08-05Z;DBOSCO;13_MARTINOLLI;3125;A;1;CORDOBA;1;1808;123;1;140;1.a/f RESIDENCIAL
2031;01_HV02;PPQMLET;3;2013-05-06Z;DBOSCO;13_MARTINOLLI;3125;A;1;CORDOBA;1;1808;121;1;140;1.a/f RESIDENCIAL
2032;01_HV03;DNAVYQW;2;2023-06-16Z;ARGUE;13_MARTINOLLI;3702;A;1;CORDOBA;1;1252;176;2;240;2 GENERAL Y DE SERVICIOS
2033;01_HV04;NXBIYQP;4;2018-12-20Z;ARGUE;13_MARTINOLLI;3702;A;1;CORDOBA;1;1252;181;2;240;2 GENERAL Y DE SERVICIOS
2034;01_HV05;HRMILU;2;2016-07-07Z;DBOSCO;13_MARTINOLLI;2192;A;1;CORDOBA;1;1808;220;1;140;1.a/f RESIDENCIAL
2035;01_HV06;PAUSCH;3;2013-07-22Z;DBOSCO;13_MARTINOLLI;2192;A;1;CORDOBA;1;1808;163;1;180;Resid TSP Caren Dto. 43/19
2036;01_HV07;XLQDZFE;3;2017-11-07Z;DBOSCO;13_MARTINOLLI;3125;A;1;CORDOBA;1;1293;79;1;140;1.a/f RESIDENCIAL
2037;01_HV08;MTTSVD;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3125;A;1;CORDOBA;1;1808;128;1;140;1.a/f RESIDENCIAL
2038;01_HV09;VKIHWW;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1224;282;1;140;1.a/f RESIDENCIAL
2039;01_HV10;YSVWMQ;6;2021-05-27Z;DBOSCO;13_MARTINOLLI;3160;A;1;CORDOBA;1;1224;285;1;140;1.a/f RESIDENCIAL
2040;01_HW01;ACGHSDF;2;2009-01-28Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1293;50;1;140;1.a/f RESIDENCIAL
2041;01_HW02;VTIWLZV;3;2014-04-22Z;DBOSCO;13_MARTINOLLI;2192;A;1;CORDOBA;1;1808;270;1;140;1.a/f RESIDENCIAL
2042;01_HW03;GARYYBS;3;2019-02-18Z;DBOSCO;13_MARTINOLLI;2192;A;1;CORDOBA;1;1808;206;1;140;1.a/f RESIDENCIAL
2043;01_HW04;RIGSEG;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;2192;A;1;CORDOBA;1;1808;177;1;140;1.a/f RESIDENCIAL
2044;01_HW05;XSGPOY;5;2022-02-02Z;DBOSCO;13_MARTINOLLI;2192;A;1;CORDOBA;1;1808;274;1;140;1.a/f RESIDENCIAL
2045;01_HW06;YRZIZB;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1293;52;1;140;1.a/f RESIDENCIAL
2046;01_HW07;QMKAUR;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3105;A;1;CORDOBA;1;1808;211;1;140;1.a/f RESIDENCIAL
2047;01_HW08;FPIQAC;1;1996-08-13Z;DBOSCO;13_MARTINOLLI;3105;A;1;CORDOBA;1;1808;185;1;190;Residencial
2048;01_HW09;ZGXHFPR;8;2008-08-14Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1808;11;1;140;1.a/f RESIDENCIAL
2049;01_HW10;BCVNRA;3;2014-08-06Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1808;10;1;140;1.a/f RESIDENCIAL
2050;01_HX01;HWWMTBA;2;2014-06-06Z;DBOSCO;13_MARTINOLLI;3080;A;1;CORDOBA;1;1808;9;1;140;1.a/f RESIDENCIAL
2051;01_HX02;SLZLPY;4;2020-07-23Z;DBOSCO;13_MARTINOLLI;2192;A;1;CORDOBA;1;1808;154;1;140;1.a/f RESIDENCIAL
2052;01_HX03;OPQOPDA;1;2008-08-11Z;DBOSCO;13_MARTINOLLI;3177;A;1;CORDOBA;1;1292;130;1;140;1.a/f RESIDENCIAL
2053;01_HX04;MZWPSN;4;2021-12-17Z;DBOSCO;13_MARTINOLLI;2192;A;1;CORDOBA;1;1808;258;1;140;1.a/f RESIDENCIAL
2054;01_HX05;QAWICJ;3;2004-10-08Z;DBOSCO;13_MARTINOLLI;4206;A;1;CORDOBA;1;1808;325;1;140;1.a/f RESIDENCIAL
2055;01_HX06;TVWKSP;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;4206;A;1;CORDOBA;1;1836;1;2;240;2 GENERAL Y DE SERVICIOS
2056;01_HX07;QGRGCS;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3125;A;1;CORDOBA;1;1293;121;1;144;1.d RESID.COMERCIAL
2057;01_HX08;BOERUX;1;1990-06-30Z;ARGUE;13_PENIAROL;2470;A;1;CORDOBA;1;1292;311;1;140;1.a/f RESIDENCIAL
2058;01_HX09;LRAUPO;1;1990-06-30Z;DBOSCO;13_VBELGRANO;3179;A;1;CORDOBA;1;1292;303;1;140;1.a/f RESIDENCIAL
2059;01_HX10;ZVZNIHU;4;2021-11-25Z;;13_MARTINOLLI;3247;A;1;CORDOBA;1;1291;45;1;140;1.a/f RESIDENCIAL
2060;01_HY01;MCJBKVV;1;2006-12-15Z;DBOSCO;13_MARTINOLLI;3247;A;1;CORDOBA;1;1291;174;1;140;1.a/f RESIDENCIAL
2061;01_HY02;GGQUCZ;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3247;A;1;CORDOBA;1;1291;30;1;140;1.a/f RESIDENCIAL
2062;01_HY03;UKTUZZ;3;2009-06-18Z;DBOSCO;13_MARTINOLLI;3247;A;1;CORDOBA;1;1291;167;1;140;1.a/f RESIDENCIAL
2063;01_HY04;ZRGDAYH;3;2019-01-23Z;DBOSCO;13_MARTINOLLI;5275;A;1;CORDOBA;1;1291;104;1;140;1.a/f RESIDENCIAL
2064;01_HY05;VWMMAER;1;2013-06-04Z;DBOSCO;13_MARTINOLLI;3811;A;1;CORDOBA;1;1224;136;1;180;Resid TSP Caren Dto. 43/19
2065;01_HY06;DJBLMGU;2;2004-11-04Z;ARGUE;13_MARTINOLLI;5357;A;1;CORDOBA;1;1224;312;1;140;1.a/f RESIDENCIAL
2066;01_HY07;KOUGWAC;6;2024-04-03Z;ARGUE;13_MARTINOLLI;5357;A;1;CORDOBA;1;1293;34;1;140;1.a/f RESIDENCIAL
2067;01_HY08;XBIRVSM;1;2008-03-04Z;DBOSCO;13_MARTINOLLI;3118;A;1;CORDOBA;1;1224;426;1;140;1.a/f RESIDENCIAL
2068;01_HY09;FTIOXP;2;2009-08-07Z;DBOSCO;13_MARTINOLLI;3247;A;1;CORDOBA;1;1224;446;1;140;1.a/f RESIDENCIAL
2069;01_HY10;OKXUCTN;3;2019-05-13Z;DBOSCO;13_MARTINOLLI;3247;A;1;CORDOBA;1;1224;294;1;140;1.a/f RESIDENCIAL
2070;01_HZ01;ZEJOJA;13;2020-06-27Z;ARGUE;13_MARTINOLLI;5357;A;1;CORDOBA;1;1224;395;1;140;1.a/f RESIDENCIAL
2071;01_HZ02;XEAJHKP;2;2021-07-07Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1224;56;1;140;1.a/f RESIDENCIAL
2072;01_HZ03;QBCDDT;2;2002-12-05Z;DBOSCO;13_MARTINOLLI;3160;A;1;CORDOBA;1;1224;207;1;180;Resid TSP Caren Dto. 43/19
2073;01_HZ04;HAAMTJR;3;2014-07-29Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1224;216;1;140;1.a/f RESIDENCIAL
2074;01_HZ05;BKXAGHZ;2;2015-05-28Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1224;247;1;140;1.a/f RESIDENCIAL
2075;01_HZ06;MUBUTYA;1;2014-01-13Z;DBOSCO;13_MARTINOLLI;5357;A;1;CORDOBA;1;1224;4;1;140;1.a/f RESIDENCIAL
2076;01_HZ07;HUTTTLA;2;2022-05-23Z;DBOSCO;13_MARTINOLLI;5357;A;1;CORDOBA;1;1224;3;1;140;1.a/f RESIDENCIAL
2077;01_HZ08;KQXOXC;3;2010-01-27Z;DBOSCO;13_MARTINOLLI;3160;A;1;CORDOBA;1;1618;147;1;140;1.a/f RESIDENCIAL
2078;01_HZ09;ZNVDVPJ;1;2004-10-15Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1224;218;1;180;Resid TSP Caren Dto. 43/19
2079;01_HZ10;APIKJJ;2;1999-06-17Z;DBOSCO;13_MARTINOLLI;5357;A;1;CORDOBA;1;1224;7;1;140;1.a/f RESIDENCIAL
2080;01_IA01;UYGRSMK;2;2015-04-10Z;DBOSCO;13_MARTINOLLI;5357;A;1;CORDOBA;1;1224;11;1;140;1.a/f RESIDENCIAL
2081;01_IA02;BKPFJGX;2;2003-04-23Z;ARGUE;13_MARTINOLLI;5275;A;1;CORDOBA;1;1291;296;1;140;1.a/f RESIDENCIAL
2082;01_IA03;FAIQGNR;4;2012-01-23Z;DBOSCO;13_MARTINOLLI;3160;A;1;CORDOBA;1;1224;194;1;180;Resid TSP Caren Dto. 43/19
2083;01_IA04;RETJJX;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1224;9;1;140;1.a/f RESIDENCIAL
2084;01_IA05;RJHYDVI;2;2018-07-24Z;DBOSCO;13_MARTINOLLI;3118;A;1;CORDOBA;1;1224;285;1;140;1.a/f RESIDENCIAL
2085;01_IA06;NJJJQO;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1224;59;1;140;1.a/f RESIDENCIAL
2086;01_IA07;MRAPHC;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3160;A;1;CORDOBA;1;1224;124;1;190;Residencial
2087;01_IA08;OXSIUN;2;2003-04-30Z;DBOSCO;13_MARTINOLLI;3160;A;1;CORDOBA;1;1224;187;1;180;Resid TSP Caren Dto. 43/19
2088;01_IA09;TSXJVT;2;2012-03-14Z;DBOSCO;13_MARTINOLLI;3812;A;1;CORDOBA;1;1224;27;1;140;1.a/f RESIDENCIAL
2089;01_IA10;KPLPTZT;8;2023-03-23Z;DBOSCO;13_MARTINOLLI;3160;A;1;CORDOBA;1;1618;145;1;140;1.a/f RESIDENCIAL
2090;01_IB01;GKIQOL;2;1998-12-15Z;DBOSCO;13_MARTINOLLI;3118;A;1;CORDOBA;1;57;265;2;240;2 GENERAL Y DE SERVICIOS
2091;01_IB02;NPOMSY;1;1990-06-30Z;DBOSCO;13_MARTINOLLI;3092;A;1;CORDOBA;1;57;197;1;140;1.a/f RESIDENCIAL
2092;01_IB03;ZYMVCAZ;9;2024-04-08Z;CERRO;13_HUINCAN;3017;A;1;CORDOBA;1;1279;61;1;140;1.a/f RESIDENCIAL
2093;01_IB04;HXFYYYD;4;2020-09-03Z;CERRO;13_RNUNIEZ;3214;A;1;CORDOBA;1;1279;288;1;140;1.a/f RESIDENCIAL
2094;01_IB05;LJPVTG;1;1990-06-30Z;CERRO;13_CROLASROSAS;5196;A;1;CORDOBA;1;1248;12;1;140;1.a/f RESIDENCIAL
2095;01_IB06;JDNZSD;1;1990-06-30Z;CERRO;13_CROLASROSAS;4117;A;1;CORDOBA;1;1249;23;1;140;1.a/f RESIDENCIAL
2096;01_IB07;YHDEUWP;2;2002-06-19Z;SOBREM;13_HUINCAN;5057;A;1;CORDOBA;1;1301;70;1;140;1.a/f RESIDENCIAL
2097;01_IB08;TTXRYHP;3;2020-04-02Z;CERRO;13_RNUNIEZ;3155;A;1;CORDOBA;1;1251;103;1;140;1.a/f RESIDENCIAL
2098;01_IB09;JPEGSKM;1;2014-01-16Z;SOBREM;13_HUINCAN;3017;A;1;CORDOBA;1;1279;87;1;140;1.a/f RESIDENCIAL
2099;01_IB10;THKJIP;1;1990-06-30Z;SOBREM;13_HUINCAN;3235;A;1;CORDOBA;1;1470;163;1;140;1.a/f RESIDENCIAL
2100;01_IC01;VKCBIB;2;2000-09-22Z;CERRO;13_HUINCAN;3017;A;1;CORDOBA;1;1279;76;1;140;1.a/f RESIDENCIAL
2101;01_IC02;YLWXGPP;3;2020-10-21Z;CERRO;13_CROLASROSAS;4117;A;1;CORDOBA;1;1248;224;2;240;2 GENERAL Y DE SERVICIOS
2102;01_IC03;PKLLOZ;3;2002-02-12Z;DFUNES;13_OPERA;1900;A;1;CORDOBA;1;1282;270;1;140;1.a/f RESIDENCIAL
2103;01_IC04;IIGTROP;1;2000-12-18Z;SOBREM;13_HUINCAN;5022;A;1;CORDOBA;1;1470;51;1;140;1.a/f RESIDENCIAL
2104;01_IC05;MBLTZHW;7;2021-01-20Z;CERRO;13_CROLASROSAS;5196;A;1;CORDOBA;1;1281;88;2;240;2 GENERAL Y DE SERVICIOS
2105;01_IC06;NMGSYDT;5;2023-07-28Z;CERRO;13_HUINCAN;3017;A;1;CORDOBA;1;1266;6;1;140;1.a/f RESIDENCIAL
2106;01_IC07;TSCSTOL;8;2018-11-30Z;CERRO;13_HUINCAN;3017;A;1;CORDOBA;1;1266;3;1;140;1.a/f RESIDENCIAL
2107;01_IC08;PFQTIMW;6;2020-11-27Z;SOBREM;13_HUINCAN;5022;A;1;CORDOBA;1;1470;65;1;140;1.a/f RESIDENCIAL
2108;01_IC09;TCWPNAM;7;2018-09-14Z;SOBREM;13_HUINCAN;5022;A;1;CORDOBA;1;1470;58;1;140;1.a/f RESIDENCIAL
2109;01_IC10;QZWJOS;1;1999-03-03Z;SOBREM;13_RNUNIEZ;3214;A;1;CORDOBA;1;1279;141;1;140;1.a/f RESIDENCIAL
2110;01_ID01;ARLHYG;1;1990-06-30Z;SOBREM;13_HUINCAN;3235;A;1;CORDOBA;1;1470;110;1;140;1.a/f RESIDENCIAL
2111;01_ID02;RMPAMR;1;1990-06-30Z;SOBREM;13_RNUNIEZ;3214;A;1;CORDOBA;1;1279;138;1;140;1.a/f RESIDENCIAL
2112;01_ID03;QOETCRN;7;2017-06-16Z;SOBREM;13_HUINCAN;5022;A;1;CORDOBA;1;1301;235;2;240;2 GENERAL Y DE SERVICIOS
2113;01_ID04;RXMNMVS;8;2023-06-21Z;SOBREM;13_HUINCAN;5022;A;1;CORDOBA;1;1301;240;2;240;2 GENERAL Y DE SERVICIOS
2114;01_ID05;UWUGYAX;6;2018-02-20Z;CERRO;13_CROLASROSAS;5196;A;1;CORDOBA;1;1281;77;2;240;2 GENERAL Y DE SERVICIOS
2115;01_ID06;HCUGNK;2;2014-10-24Z;DBOSCO;13_MARTINOLLI;3147;A;1;CORDOBA;20;1295;215;1;190;Residencial
2116;01_ID07;ELRYTDH;3;2013-06-24Z;DBOSCO;13_ACHATEAU;4473;A;1;CORDOBA;20;1893;9;2;240;2 GENERAL Y DE SERVICIOS
2117;01_ID08;JMJVQN;1;2005-11-07Z;DBOSCO;13_MARTINOLLI;3225;A;1;CORDOBA;1;57;452;1;140;1.a/f RESIDENCIAL
2118;01_ID09;KTQQKFF;8;2022-07-21Z;DBOSCO;13_ACHATEAU;3196;A;1;CORDOBA;20;1893;52;1;140;1.a/f RESIDENCIAL
